period,respondent,respondent-name,type,type-name,value,value-units
2023-05-04T09,CISO,California Independent System Operator,D,Demand,22601,megawatthours
2023-05-04T10,CISO,California Independent System Operator,D,Demand,22222,megawatthours
2023-05-04T11,CISO,California Independent System Operator,D,Demand,21841,megawatthours
2023-05-04T12,CISO,California Independent System Operator,D,Demand,21769,megawatthours
2023-05-04T13,CISO,California Independent System Operator,D,Demand,21752,megawatthours
2023-05-04T14,CISO,California Independent System Operator,D,Demand,22455,megawatthours
2023-05-04T15,CISO,California Independent System Operator,D,Demand,23927,megawatthours
2023-05-04T16,CISO,California Independent System Operator,D,Demand,25298,megawatthours
2023-05-04T17,CISO,California Independent System Operator,D,Demand,25080,megawatthours
2023-05-04T18,CISO,California Independent System Operator,D,Demand,24730,megawatthours
2023-05-04T19,CISO,California Independent System Operator,D,Demand,24598,megawatthours
2023-05-04T20,CISO,California Independent System Operator,D,Demand,23653,megawatthours
2023-05-04T21,CISO,California Independent System Operator,D,Demand,22992,megawatthours
2023-05-04T22,CISO,California Independent System Operator,D,Demand,22472,megawatthours
2023-05-04T23,CISO,California Independent System Operator,D,Demand,22406,megawatthours
2023-05-05T00,CISO,California Independent System Operator,D,Demand,22450,megawatthours
2023-05-05T01,CISO,California Independent System Operator,D,Demand,23229,megawatthours
2023-05-05T02,CISO,California Independent System Operator,D,Demand,23839,megawatthours
2023-05-05T03,CISO,California Independent System Operator,D,Demand,24423,megawatthours
2023-05-05T04,CISO,California Independent System Operator,D,Demand,25664,megawatthours
2023-05-05T05,CISO,California Independent System Operator,D,Demand,26308,megawatthours
2023-05-05T06,CISO,California Independent System Operator,D,Demand,25782,megawatthours
2023-05-05T07,CISO,California Independent System Operator,D,Demand,24567,megawatthours
2023-05-05T08,CISO,California Independent System Operator,D,Demand,23311,megawatthours
2023-05-05T09,CISO,California Independent System Operator,D,Demand,23107,megawatthours
2023-05-05T10,CISO,California Independent System Operator,D,Demand,22352,megawatthours
2023-05-05T11,CISO,California Independent System Operator,D,Demand,21718,megawatthours
2023-05-05T12,CISO,California Independent System Operator,D,Demand,21597,megawatthours
2023-05-05T13,CISO,California Independent System Operator,D,Demand,21740,megawatthours
2023-05-05T14,CISO,California Independent System Operator,D,Demand,22697,megawatthours
2023-05-05T15,CISO,California Independent System Operator,D,Demand,23998,megawatthours
2023-05-05T16,CISO,California Independent System Operator,D,Demand,25011,megawatthours
2023-05-05T17,CISO,California Independent System Operator,D,Demand,24503,megawatthours
2023-05-05T18,CISO,California Independent System Operator,D,Demand,24209,megawatthours
2023-05-05T19,CISO,California Independent System Operator,D,Demand,23725,megawatthours
2023-05-05T20,CISO,California Independent System Operator,D,Demand,23595,megawatthours
2023-05-05T21,CISO,California Independent System Operator,D,Demand,22422,megawatthours
2023-05-05T22,CISO,California Independent System Operator,D,Demand,22047,megawatthours
2023-05-05T23,CISO,California Independent System Operator,D,Demand,21342,megawatthours
2023-05-06T00,CISO,California Independent System Operator,D,Demand,21080,megawatthours
2023-05-06T01,CISO,California Independent System Operator,D,Demand,21922,megawatthours
2023-05-06T02,CISO,California Independent System Operator,D,Demand,22780,megawatthours
2023-05-06T03,CISO,California Independent System Operator,D,Demand,23705,megawatthours
2023-05-06T04,CISO,California Independent System Operator,D,Demand,24836,megawatthours
2023-05-06T05,CISO,California Independent System Operator,D,Demand,25517,megawatthours
2023-05-06T06,CISO,California Independent System Operator,D,Demand,24944,megawatthours
2023-05-06T07,CISO,California Independent System Operator,D,Demand,23956,megawatthours
2023-05-06T08,CISO,California Independent System Operator,D,Demand,22831,megawatthours
2023-05-06T09,CISO,California Independent System Operator,D,Demand,22143,megawatthours
2023-05-06T10,CISO,California Independent System Operator,D,Demand,21192,megawatthours
2023-05-06T11,CISO,California Independent System Operator,D,Demand,20508,megawatthours
2023-05-06T12,CISO,California Independent System Operator,D,Demand,20108,megawatthours
2023-05-06T13,CISO,California Independent System Operator,D,Demand,20111,megawatthours
2023-05-06T14,CISO,California Independent System Operator,D,Demand,20493,megawatthours
2023-05-06T15,CISO,California Independent System Operator,D,Demand,20662,megawatthours
2023-05-06T16,CISO,California Independent System Operator,D,Demand,20810,megawatthours
2023-05-06T17,CISO,California Independent System Operator,D,Demand,20768,megawatthours
2023-05-06T18,CISO,California Independent System Operator,D,Demand,19909,megawatthours
2023-05-06T19,CISO,California Independent System Operator,D,Demand,19188,megawatthours
2023-05-06T20,CISO,California Independent System Operator,D,Demand,18498,megawatthours
2023-05-06T21,CISO,California Independent System Operator,D,Demand,17609,megawatthours
2023-05-06T22,CISO,California Independent System Operator,D,Demand,17195,megawatthours
2023-05-06T23,CISO,California Independent System Operator,D,Demand,16575,megawatthours
2023-05-07T00,CISO,California Independent System Operator,D,Demand,17405,megawatthours
2023-05-07T01,CISO,California Independent System Operator,D,Demand,18523,megawatthours
2023-05-07T02,CISO,California Independent System Operator,D,Demand,20370,megawatthours
2023-05-07T03,CISO,California Independent System Operator,D,Demand,21708,megawatthours
2023-05-07T04,CISO,California Independent System Operator,D,Demand,23088,megawatthours
2023-05-07T05,CISO,California Independent System Operator,D,Demand,23989,megawatthours
2023-05-07T06,CISO,California Independent System Operator,D,Demand,23560,megawatthours
2023-05-07T07,CISO,California Independent System Operator,D,Demand,22703,megawatthours
2023-05-07T08,CISO,California Independent System Operator,D,Demand,21663,megawatthours
2023-05-07T09,CISO,California Independent System Operator,D,Demand,21099,megawatthours
2023-05-07T10,CISO,California Independent System Operator,D,Demand,20471,megawatthours
2023-05-07T11,CISO,California Independent System Operator,D,Demand,20093,megawatthours
2023-05-07T12,CISO,California Independent System Operator,D,Demand,19811,megawatthours
2023-05-07T13,CISO,California Independent System Operator,D,Demand,19715,megawatthours
2023-05-07T14,CISO,California Independent System Operator,D,Demand,19779,megawatthours
2023-05-07T15,CISO,California Independent System Operator,D,Demand,19843,megawatthours
2023-05-07T16,CISO,California Independent System Operator,D,Demand,19626,megawatthours
2023-05-07T17,CISO,California Independent System Operator,D,Demand,18377,megawatthours
2023-05-07T18,CISO,California Independent System Operator,D,Demand,17835,megawatthours
2023-05-07T19,CISO,California Independent System Operator,D,Demand,16936,megawatthours
2023-05-07T20,CISO,California Independent System Operator,D,Demand,16498,megawatthours
2023-05-07T21,CISO,California Independent System Operator,D,Demand,15604,megawatthours
2023-05-07T22,CISO,California Independent System Operator,D,Demand,15134,megawatthours
2023-05-07T23,CISO,California Independent System Operator,D,Demand,15197,megawatthours
2023-05-08T00,CISO,California Independent System Operator,D,Demand,15915,megawatthours
2023-05-08T01,CISO,California Independent System Operator,D,Demand,17080,megawatthours
2023-05-08T02,CISO,California Independent System Operator,D,Demand,19418,megawatthours
2023-05-08T03,CISO,California Independent System Operator,D,Demand,21649,megawatthours
2023-05-08T04,CISO,California Independent System Operator,D,Demand,23795,megawatthours
2023-05-08T05,CISO,California Independent System Operator,D,Demand,24997,megawatthours
2023-05-08T06,CISO,California Independent System Operator,D,Demand,24510,megawatthours
2023-05-08T07,CISO,California Independent System Operator,D,Demand,23208,megawatthours
2023-05-08T08,CISO,California Independent System Operator,D,Demand,21834,megawatthours
2023-05-08T09,CISO,California Independent System Operator,D,Demand,20836,megawatthours
2023-05-08T10,CISO,California Independent System Operator,D,Demand,20297,megawatthours
2023-05-08T11,CISO,California Independent System Operator,D,Demand,19957,megawatthours
2023-05-08T12,CISO,California Independent System Operator,D,Demand,19768,megawatthours
2023-05-08T13,CISO,California Independent System Operator,D,Demand,20135,megawatthours
2023-05-08T14,CISO,California Independent System Operator,D,Demand,21304,megawatthours
2023-05-08T15,CISO,California Independent System Operator,D,Demand,22563,megawatthours
2023-05-08T16,CISO,California Independent System Operator,D,Demand,23231,megawatthours
2023-05-08T17,CISO,California Independent System Operator,D,Demand,23052,megawatthours
2023-05-08T18,CISO,California Independent System Operator,D,Demand,22066,megawatthours
2023-05-08T19,CISO,California Independent System Operator,D,Demand,21580,megawatthours
2023-05-08T20,CISO,California Independent System Operator,D,Demand,20956,megawatthours
2023-05-08T21,CISO,California Independent System Operator,D,Demand,20286,megawatthours
2023-05-08T22,CISO,California Independent System Operator,D,Demand,20315,megawatthours
2023-05-08T23,CISO,California Independent System Operator,D,Demand,19916,megawatthours
2023-05-09T00,CISO,California Independent System Operator,D,Demand,20107,megawatthours
2023-05-09T01,CISO,California Independent System Operator,D,Demand,20985,megawatthours
2023-05-09T02,CISO,California Independent System Operator,D,Demand,22439,megawatthours
2023-05-09T03,CISO,California Independent System Operator,D,Demand,23985,megawatthours
2023-05-09T04,CISO,California Independent System Operator,D,Demand,25689,megawatthours
2023-05-09T05,CISO,California Independent System Operator,D,Demand,26477,megawatthours
2023-05-09T06,CISO,California Independent System Operator,D,Demand,25724,megawatthours
2023-05-09T07,CISO,California Independent System Operator,D,Demand,24390,megawatthours
2023-05-09T08,CISO,California Independent System Operator,D,Demand,22734,megawatthours
2023-05-09T09,CISO,California Independent System Operator,D,Demand,21830,megawatthours
2023-05-09T10,CISO,California Independent System Operator,D,Demand,21145,megawatthours
2023-05-09T11,CISO,California Independent System Operator,D,Demand,20648,megawatthours
2023-05-09T12,CISO,California Independent System Operator,D,Demand,20514,megawatthours
2023-05-09T13,CISO,California Independent System Operator,D,Demand,20646,megawatthours
2023-05-09T14,CISO,California Independent System Operator,D,Demand,21676,megawatthours
2023-05-09T15,CISO,California Independent System Operator,D,Demand,22734,megawatthours
2023-05-09T16,CISO,California Independent System Operator,D,Demand,23247,megawatthours
2023-05-09T17,CISO,California Independent System Operator,D,Demand,23072,megawatthours
2023-05-09T18,CISO,California Independent System Operator,D,Demand,22262,megawatthours
2023-05-09T19,CISO,California Independent System Operator,D,Demand,21484,megawatthours
2023-05-09T20,CISO,California Independent System Operator,D,Demand,21176,megawatthours
2023-05-09T21,CISO,California Independent System Operator,D,Demand,20496,megawatthours
2023-05-09T22,CISO,California Independent System Operator,D,Demand,20048,megawatthours
2023-05-09T23,CISO,California Independent System Operator,D,Demand,20018,megawatthours
